name,grade,rarity,team,year,month,position,battingHand,throwHand,pitchingType,power,movement,longHitSuppression,homeRunSuppression,control,stuff,pitchLimit,runnerControl,defense,enhancedSkill,skill,synergy
정해영,ASG,4,kia,[2022],0,"[""RP""]",R,R,O,1530,309,150,257,252,222,17,19,304,올스타 선정,"주자 억제, 묵직함, 컨트롤러, 클로저","2022, 해태/KIA, 올스타, 나눔 올스타, 1차 지명, 광주일고 출신, 야구인2세, JJJ 라인, 30세이브 클럽"
심창민,ASG,4,samsung,[2016],0,"[""RP""]",R,R,U,1529,312,192,193,212,283,22,3,312,올스타 선정,"타자 집중, 커브, 정면승부, 더티 무브먼트, 라이징 무브먼트, 클로저, 믿을맨, 슬라이더, 플라이볼피쳐","2016, 삼성 라이온즈, 올스타, 드림 올스타, 청룡기 MVP, 1차 지명, 경남고 출신, 고춧가루 부대, 계투 70이닝 클럽, 20세이브 클럽"
로풍쥬,ASG,4,kia,[2009],0,"[""SP""]",R,R,O,1529,271,148,227,242,204,100,20,317,올스타 선정,"그라운드볼러, 컨트롤러, 묵직함, 싱커, 이닝이팅, 팔색조, 위기관리, 슬라이더, 정면승부, 맞춰잡기, 에이스","2009, 해태/KIA, 올스타, 나눔 올스타, 외국인, 180이닝 클럽, 다승 1위, 이닝 1위"
정명원,ASG,4,pacific,[1995],0,"[""RP""]",R,R,O,1529,332,210,244,205,196,28,1,313,올스타 선정,"그라운드볼러, 맞춰잡기, 묵직함, 컨트롤러, 롱맨, VS 우타, 위기관리, 완급, VS 좌타, 믿을맨, 클로저, 슬라이더, 스플리터","1995, 삼청태현, 올스타, 나눔 올스타, 군산상고 출신, 원광대 출신, 투수왕국, 고춧가루 부대, 계투 80이닝 클럽, 형제11, 태평양삼총사"
배영수,ASG,4,samsung,[2005],0,"[""SP""]",R,R,O,1528,308,171,197,190,253,87,13,309,올스타 선정,"컨트롤러, 파이어볼러, 이닝이팅, 완급, 슬라이더, 정면승부, 에이스","2005, 삼성 라이온즈, 올스타, 드림 올스타, 1차 지명, 경북고 출신, 탈삼진 1위"
배영수,ASG,4,samsung,[2004],0,"[""SP""]",R,R,O,1528,280,212,223,172,224,88,22,307,올스타 선정,"묵직함, 컨트롤러, 파이어볼러, 와일드씽, 이닝이팅, 위기관리, 완급, 슬라이더, 에이스","2004, 삼성 라이온즈, 올스타, 드림 올스타, 1차 지명, 경북고 출신, 180이닝 클럽, 15승 클럽, 다승 1위, 승률 1위"
헥터,ASG,4,kia,[2016],0,"[""SP""]",R,R,O,1527,261,189,219,235,180,110,17,316,올스타 선정,"묵직함, 컨트롤러, 싱커, 이닝이팅, 팔색조, 체인지업, 더티 무브먼트, 슬라이더, 타자 집중, 맞춰잡기, 에이스","2016, 해태/KIA, 올스타, 나눔 올스타, 원투펀치1, 외국인, 200이닝 클럽, 15승 클럽, 이닝 1위"
유종겸,ASG,4,mbc,[1983],0,"[""SP""]",L,L,O,1527,367,183,197,199,198,64,15,304,올스타 선정,"완급, 라이징 무브먼트, 플라이볼피쳐","1983, MBC/LG, 올스타, 나눔 올스타, 장충고 출신, 중앙대 출신"
봉중근,ASG,4,lg,[2013],0,"[""RP""]",L,L,O,1526,340,210,257,101,285,16,9,308,올스타 선정,"그라운드볼러, 묵직함, 위기관리, 체인지업, 완급, VS 좌타, 믿을맨, 클로저, 타자 집중","올스타, MBC/LG, 신일고 출신, 1차 지명, 청룡기 MVP, 거액 계약 (투수), 나눔 올스타, 30세이브 클럽, 2013"
이길환,ASG,4,mbc,[1983],0,"[""SP""]",R,R,S,1526,298,189,214,239,158,96,22,310,올스타 선정,"슬라이더, 묵직함, 이닝이팅, 플라이볼피쳐, 주자 억제, 컨트롤러, 완급, 에이스","1983, MBC/LG, 올스타, 나눔 올스타, 연세대 출신, 선린인터넷고 출신, 200이닝 클럽, 15승 클럽, 승률 1위"
김태훈,ASG,4,sk,[2019],0,"[""RP""]",L,L,O,1525,292,236,214,150,296,16,10,311,올스타 선정,"그라운드볼러, 셋업, 더티 무브먼트, 슬라이더, 정면승부","2019, SK/SSG, 올스타, 드림 올스타, 1차 지명, 동명이인13, 서태훈, 인창고 출신, 70경기 출장, 20홀드 클럽"
구투산,ASG,4,kia,[2009],0,"[""SP""]",R,R,O,1524,346,159,154,240,187,102,16,320,올스타 선정,"완급, 맞춰잡기, 컨트롤러, 팔색조","2009, 해태/KIA, 올스타, 나눔 올스타, 외국인"
김시진,ASG,4,samsung,[1987],0,"[""SP""]",R,R,O,1524,284,229,202,170,211,96,20,312,올스타 선정,"이닝이팅, 라이징 무브먼트, 완급, 에이스, 정면승부","1987, 삼성 라이온즈, 올스타, 드림 올스타, 거액 계약 (투수), 1차 지명, 대구상원고 출신, 한양대 출신, 1982 국가대표팀, 배터리4, 실업야구 출신, 원투펀치4, 180이닝 클럽, 20승 클럽, 다승 1위, 통산 100승 클럽"
박정진,ASG,4,hanwha,[2011],0,"[""RP""]",L,L,O,1523,357,153,167,181,319,21,15,310,올스타 선정,"컨트롤러, 롱맨, 정면승부, 라이징 무브먼트, 믿을맨, 슬라이더, 플라이볼피쳐","2011, 빙그레/한화, 올스타, 나눔 올스타, 안정진, 1차 지명, 살려조2 (투혼), 세광고 출신, 연세대 출신, 고춧가루 부대, 계투 80이닝 클럽"
이강철,ASG,4,haitai,[1992],0,"[""SP""]",R,R,U,1523,342,197,116,230,232,104,9,293,올스타 선정,"컨트롤러, 싱커, 이닝이팅, 커브, 팔색조, VS 우타, 정면승부, VS 좌타, 라이징 무브먼트, 플라이볼피쳐, 에이스","1992, 해태/KIA, 올스타, 나눔 올스타, 1차 지명, 광주일고 출신, 동국대 출신, 해태왕조 주역(투수), 150탈삼진 클럽, 200이닝 클럽, 15승 클럽, 탈삼진 1위"
선동열,ASG,4,haitai,[1994],0,"[""SP""]",R,R,O,1523,308,158,189,220,277,58,14,299,올스타 선정,"투피치, 컨트롤러, 파이어볼러, 이닝이팅, 위기관리, VS 우타, 완급, VS 좌타, 슬라이더, 정면승부, 원투펀치","1994, 해태/KIA, 올스타, 나눔 올스타, 거액 계약 (투수), 1차 지명, 해태왕조 주역(투수), 광주일고 출신, 대통령배 MVP, 고려대 출신, 1982 국가대표팀, 실업야구 출신, 투수 라이벌2, 통산 100승 클럽, 통산 1000탈삼진 클럽, 통산 1500이닝 클럽"
손승락,ASG,4,nexen,[2015],0,"[""RP""]",R,R,O,1522,264,206,184,281,247,18,17,305,올스타 선정,"투피치, 그라운드볼러, 컨트롤러, 클로저, 정면승부","2015, 히어로즈, 올스타, 나눔 올스타, 황금세대 1982, 대구고 출신, 조한손, 영남대 출신, 현대의 유산2, 20세이브 클럽, 통산 100세이브 클럽"
한현희,ASG,4,nexen,[2014],0,"[""RP""]",R,R,U,1521,301,202,197,202,287,22,5,305,올스타 선정,"그라운드볼러, 묵직함, 커브, 위기관리, 팔색조, VS 우타, 셋업, 더티 무브먼트, 믿을맨, 슬라이더, 정면승부","2014, 히어로즈, 올스타, 나눔 올스타, 1차 지명, 경남고 출신, 조한손, 계투 70이닝 클럽, 30홀드 클럽, 홀드 1위"
김진성,ASG,4,nc,[2014],0,"[""RP""]",R,R,O,1521,373,121,159,216,325,14,7,306,올스타 선정,"묵직함, 정면승부, 플라이볼피쳐, 더티 무브먼트, 라이징 무브먼트, 클로저, 슬라이더, 타자 집중, 스플리터, 원포인터","2014, NC 다이노스, 올스타, 나눔 올스타, 단디4, 성남서고 출신, 20세이브 클럽"
임창민,ASG,4,nc,[2017],0,"[""RP""]",R,R,O,1521,370,160,107,241,293,17,26,307,올스타 선정,"주자 억제, 팔색조, 위기관리, 클로저, 완급, 로케이션, 더티 무브먼트, 라이징 무브먼트, 믿을맨, 슬라이더, 정면승부, 스플리터","2017, NC 다이노스, 올스타, 나눔 올스타, 연세대 출신, 트레이드, 단디4, 광주동성고 출신, 20세이브 클럽"
최창호,ASG,4,pacific,[1991],0,"[""SP""]",L,L,O,1521,311,201,163,207,234,81,21,303,올스타 선정,"컨트롤러, 주자 억제, 이닝이팅, 커브, VS 우타, 정면승부, 완급, 로케이션, VS 좌타, 라이징 무브먼트, 슬라이더, 플라이볼피쳐, 에이스","1991, 삼청태현, 올스타, 나눔 올스타, 경북고 출신, 150탈삼진 클럽, 200이닝 클럽, 15승 클럽, 이닝 1위, 태평양삼총사"
윤학길,ASG,4,lotte,[1989],0,"[""SP""]",R,R,O,1521,290,163,197,256,197,97,13,308,올스타 선정,"슬라이더, 이닝이팅, 컨트롤러, 완급, 위기관리, 에이스, 맞춰잡기, 그라운드볼러, 정면승부","1989, 롯데 자이언츠, 올스타, 드림 올스타, 1차 지명, 개성고 출신, 연세대 출신, 고춧가루 부대, 200이닝 클럽, 15승 클럽, 이닝 1위"
박동수,ASG,4,lotte,[1986],0,"[""SP""]",R,R,S,1521,282,172,240,251,169,75,28,304,올스타 선정,"묵직함, 원투펀치, 주자 억제, 컨트롤러, 맞춰잡기","1986, 롯데 자이언츠, 올스타, 드림 올스타, 1차 지명, 마산용마고 출신, 동아대 출신, 1982 국가대표팀, 고춧가루 부대"
토모센,ASG,4,hanwha,[2008],0,"[""RP""]",L,L,O,1520,303,202,202,165,307,17,11,313,올스타 선정,"투피치, 파이어볼러, 와일드씽, 정면승부, 완급, 로케이션, 라이징 무브먼트, 클로저, 믿을맨, 슬라이더, 타자 집중","2008, 빙그레/한화, 올스타, 나눔 올스타, 외국인, 30세이브 클럽"
김원중,ASG,4,lotte,[2024],0,"[""RP""]",L,R,O,1520,350,194,197,97,329,17,31,305,올스타 선정,"완급, 믿을맨, 클로저, 위기관리, 파이어볼러, 라이징 무브먼트, 셋 포지션, 스플리터, 묵직함, 투피치","2024, 롯데 자이언츠, 올스타, 드림 올스타, 1차 지명, 광주동성고 출신, 오진구원, 20세이브 클럽, 통산 100세이브 클럽"
김광현,ASG,4,sk,[2015],0,"[""SP""]",L,L,O,1519,303,179,184,196,234,102,11,310,올스타 선정,"그라운드볼러, 컨트롤러, 와일드씽, 팔색조, 완급, VS 좌타, 슬라이더, 체인지업, 원투펀치","2015, SK/SSG, 올스타, 드림 올스타, 거액 계약 (투수), 1차 지명, 안산공고 출신, 원투펀치2, 동명이인71, 150탈삼진 클럽, 통산 1000탈삼진 클럽"
정민철,ASG,4,hanwha,[1999],0,"[""SP""]",R,R,O,1519,309,182,150,227,226,103,13,309,올스타 선정,"투피치, 컨트롤러, 파이어볼러, 이닝이팅, 커브, VS 우타, VS 좌타, 타자 집중, 에이스","1999, 빙그레/한화, 올스타, 나눔 올스타, 대전고 출신, 투수 라이벌1, 전설의 92학번, 150탈삼진 클럽, 200이닝 클럽, 15승 클럽, 통산 100승 클럽, 통산 1000탈삼진 클럽, 통산 1500이닝 클럽"
이승현,ASG,4,samsung,[2024],0,"[""SP""]",L,L,O,1519,305,205,176,209,222,82,35,285,올스타 선정,"완급, 위기관리, 그라운드볼러, 셋 포지션","2024, 삼성 라이온즈, 올스타, 드림 올스타, 1차 지명, 대구상원고 출신, 동명이인4"
켈리,ASG,4,sk,[2017],0,"[""SP""]",R,R,O,1518,272,141,184,233,279,103,16,290,올스타 선정,"그라운드볼러, 컨트롤러, 파이어볼러, 싱커, 이닝이팅, 커브, 팔색조, 정면승부, 완급, 체인지업, 에이스","15승 클럽, 180이닝 클럽, 180탈삼진 클럽, 드림 올스타, 올스타, 2017, SK/SSG, 외국인, 원투펀치2, 탈삼진 1위"
송진우,ASG,4,hanwha,[1995],0,"[""SP""]",L,L,O,1518,300,183,193,200,201,115,11,315,올스타 선정,"이닝이팅, VS 좌타, VS 우타, 슬라이더","1995, 빙그레/한화, 올스타, 나눔 올스타, 거액 계약 (투수), 1차 지명, 세광고 출신, 동국대 출신, 실업야구 출신, 고춧가루 부대, 180이닝 클럽"
김시진,ASG,4,samsung,[1984],0,"[""SP""]",R,R,O,1518,305,215,184,149,237,92,26,310,올스타 선정,"이닝이팅, 라이징 무브먼트, 원투펀치, 완급, 정면승부","1984, 삼성 라이온즈, 올스타, 드림 올스타, 거액 계약 (투수), 1차 지명, 대구상원고 출신, 한양대 출신, 1982 국가대표팀, 배터리4, 실업야구 출신, 원투펀치4, 150탈삼진 클럽, 200이닝 클럽, 15승 클럽"
하기룡,ASG,4,mbc,[1982],0,"[""SP""]",R,R,O,1518,300,196,202,220,205,67,26,302,올스타 선정,"슬라이더, 묵직함, 이닝이팅, 주자 억제, 컨트롤러, 완급, 위기관리, 에이스, 그라운드볼러, 정면승부","1982, MBC/LG, 올스타, 나눔 올스타, 배재고 출신, 180이닝 클럽, 계투 80이닝 클럽, 실업야구 출신"
랜도,ASG,4,doosan,[2007],0,"[""SP""]",R,R,O,1517,322,195,150,220,212,95,12,311,올스타 선정,"컨트롤러, 이닝이팅, 플라이볼피쳐, 라이징 무브먼트, 슬라이더, 체인지업, 원투펀치","2007, OB/두산, 올스타, 드림 올스타, 외국인, 원투펀치3"
조용준,ASG,4,hyundai,[2005],0,"[""RP""]",R,R,O,1517,333,173,142,201,323,18,14,313,올스타 선정,"정면승부, 로케이션, 더티 무브먼트, 라이징 무브먼트, 클로저, 슬라이더, 플라이볼피쳐","2005, 삼청태현, 올스타, 나눔 올스타, 거액 계약 (투수), 순천효천고 출신, 연세대 출신, 투수왕국, 고춧가루 부대, 20세이브 클럽, 통산 100세이브 클럽"
위재영,ASG,4,hyundai,[1998],0,"[""SP""]",R,R,O,1517,337,177,133,214,223,103,7,323,올스타 선정,"팔색조, VS 우타, 완급, VS 좌타, 슬라이더, 타자 집중","1998, 삼청태현, 올스타, 나눔 올스타, 1차 지명, 동산고 출신, 봉황대기 MVP, 인하대 출신, 투수왕국"
김재윤,ASG,4,kt,[2017],0,"[""RP""]",R,R,O,1515,308,191,214,238,238,14,21,291,올스타 선정,"투피치, 묵직함, 컨트롤러, 정면승부, 라이징 무브먼트, 클로저, 슬라이더, 플라이볼피쳐, 원포인터","2008 청소년대표팀, 휘문고 출신, 드림 올스타, 올스타, 2017, KT 위즈, 고춧가루 부대"
신승현,ASG,4,lg,[2016],0,"[""RP""]",R,R,U,1515,424,172,210,168,203,16,21,301,올스타 선정,"묵직함, 로케이션, 슬라이더, 플라이볼피쳐, 원포인터","2016, MBC/LG, 올스타, 나눔 올스타, 전주고 출신, 보상 선수 모음, 쌍방울의 유산"
장원삼,ASG,4,samsung,[2010],0,"[""SP""]",L,L,O,1515,293,192,159,230,228,83,13,317,올스타 선정,"묵직함, 컨트롤러, 팔색조, 플라이볼피쳐, 로케이션, VS 좌타, 라이징 무브먼트, 슬라이더, 체인지업, 원투펀치","2010, 삼성 라이온즈, 올스타, 드림 올스타, 마산용마고 출신, 트레이드, 경성대 출신, 현대의 유산2"
이동현,ASG,4,lg,[2004],0,"[""RP""]",R,R,O,1515,311,178,240,190,261,19,12,304,올스타 선정,"묵직함, 정면승부, 플라이볼피쳐, 로케이션, VS 좌타, 라이징 무브먼트, 슬라이더, 타자 집중, 스토퍼","2004, MBC/LG, 올스타, 나눔 올스타, 2000 청소년대표팀, 1차 지명, 황금세대 1982, 황금사자기 MVP, 경기고 출신, 고춧가루 부대"
조계현,ASG,4,haitai,[1989],0,"[""SP""]",R,R,O,1514,297,181,236,214,189,89,6,302,올스타 선정,"묵직함, 이닝이팅, 싱커, 원투펀치, 컨트롤러, 완급, 위기관리, 팔색조, 그라운드볼러","1989, 해태/KIA, 올스타, 나눔 올스타, 청룡기 MVP, 1차 지명, 해태왕조 주역(투수), 군산상고 출신, 연세대 출신, 실업야구 출신"
송진우,ASG,4,binggrae,[1989],0,"[""SP""]",L,L,O,1513,330,208,202,165,210,74,17,307,올스타 선정,"슬라이더, 이닝이팅, 주자 억제, 완급","1989, 빙그레/한화, 올스타, 나눔 올스타, 거액 계약 (투수), 1차 지명, 세광고 출신, 동국대 출신, 실업야구 출신"
이대진,ASG,4,haitai,[1997],0,"[""SP""]",R,R,O,1512,314,176,176,183,237,103,12,311,올스타 선정,"컨트롤러, 파이어볼러, 와일드씽, 이닝이팅, 커브, VS 우타, 완급, 로케이션, VS 좌타, 슬라이더, 에이스","1997, 해태/KIA, 올스타, 나눔 올스타, 광주진흥고 출신, 해태왕조 주역(투수), 180이닝 클럽, 15승 클럽"
박상원,ASG,4,hanwha,[2023],0,"[""RP""]",R,R,O,1512,356,215,219,138,251,18,7,308,올스타 선정,"완급, 파이어볼러, 그라운드볼러, 스토퍼","2023, 빙그레/한화, 올스타, 나눔 올스타, 휘문고 출신, 연세대 출신, 고춧가루 부대"
송은범,ASG,4,sk,[2009],0,"[""SP""]",R,R,O,1511,328,181,159,205,222,91,14,311,올스타 선정,"컨트롤러, 와일드씽, 위기관리, 완급, 슬라이더","2009, SK/SSG, 올스타, 드림 올스타, 동산고 출신, 1차 지명"
진필중,ASG,4,doosan,[2000],0,"[""RP""]",R,R,O,1511,282,211,219,191,247,20,28,313,올스타 선정,"그라운드볼러, 투피치, 묵직함, 컨트롤러, 주자 억제, 롱맨, 파이어볼러, 위기관리, 완급, 믿을맨, 클로저, 슬라이더","2000, OB/두산, 올스타, 드림 올스타, 휘문고 출신, 중앙대 출신, 계투 70이닝 클럽, 30세이브 클럽, 세이브 1위, 통산 100세이브 클럽"
김광현,ASG,4,sk,[2014],0,"[""SP""]",L,L,O,1510,325,155,189,173,229,104,27,308,올스타 선정,"묵직함, 파이어볼러, 와일드씽, 이닝이팅, 팔색조, 위기관리, 완급, 슬라이더, 에이스","2014, SK/SSG, 올스타, 드림 올스타, 거액 계약 (투수), 1차 지명, 안산공고 출신, 원투펀치2, 동명이인71"
강렉프,ASG,4,nexen,[2013],0,"[""SP""]",L,L,O,1510,325,198,219,86,260,93,26,303,올스타 선정,"커브, 정면승부, VS 좌타, 라이징 무브먼트, 슬라이더, 플라이볼피쳐","올스타, 히어로즈, 장충고 출신, 1차 지명, 나눔 올스타, 2013"
이현승,ASG,4,nexen,[2009],0,"[""SP""]",L,L,O,1510,309,189,142,251,194,95,12,318,올스타 선정,"셋 포지션, 로케이션, VS 좌타, 슬라이더, 체인지업, 에이스","2009, 히어로즈, 올스타, 나눔 올스타, 동산고 출신, 인하대 출신, 현대의 유산2, 고춧가루 부대"
레셜,ASG,4,doosan,[2002],0,"[""SP""]",L,L,O,1510,279,189,172,220,215,105,8,322,올스타 선정,"그라운드볼러, 컨트롤러, 이닝이팅, 팔색조, 체인지업, 원투펀치","2002, OB/두산, 올스타, 드림 올스타, 외국인, 150탈삼진 클럽, 200이닝 클럽, 15승 클럽"
박세웅,ASG,4,lotte,[2023],0,"[""SP""]",R,R,O,1510,300,176,219,160,231,97,10,317,올스타 선정,"커브, 그라운드볼러, 와일드씽, 원투펀치","2023, 롯데 자이언츠, 올스타, 드림 올스타, 1차 지명, 경북고 출신, 트레이드, 형제10, FA"
윤석민,ASG,4,kia,[2015],0,"[""RP""]",R,R,O,1509,328,142,210,211,285,22,2,309,올스타 선정,"컨트롤러, 롱맨, 위기관리, 팔색조, 정면승부, 플라이볼피쳐, 라이징 무브먼트, 클로저, 믿을맨, 슬라이더, 체인지업","2015, 해태/KIA, 올스타, 나눔 올스타, 야탑고 출신, 동명이인3, FA, 계투 70이닝 클럽, 30세이브 클럽, 통산 1000탈삼진 클럽"
김상수,ASG,4,kiwoom,[2019],0,"[""RP""]",R,R,O,1509,266,236,172,196,306,14,12,307,올스타 선정,"묵직함, VS 우타, 셋업, 정면승부, 위기관리, 완급, 더티 무브먼트, 라이징 무브먼트, 타자 집중, 스플리터, 원포인터","2019, 히어로즈, 올스타, 나눔 올스타, 황금세대 1987, 신일고 출신, 동명이인1, 트레이드, 30홀드 클럽, 홀드 1위"
김원형,ASG,4,sbw,[1992],0,"[""SP""]",R,R,O,1509,311,167,159,196,242,100,22,312,올스타 선정,"컨트롤러, 주자 억제, 이닝이팅, 커브, VS 우타, 정면승부, 완급, 로케이션, VS 좌타, 타자 집중, 에이스","1992, 쌍방울 레이더스, 올스타, 드림 올스타, 배터리3, 전주고 출신, 돌격대(투수), 고춧가루 부대"
장시환,ASG,4,hanwha,[2022],0,"[""RP""]",R,R,O,1508,341,131,202,215,277,18,12,312,올스타 선정,"와일드씽, 커브, 파이어볼러, 스토퍼","2022, 빙그레/한화, 올스타, 나눔 올스타, 북일고 출신, 트레이드, 고춧가루 부대"
오봉옥,ASG,4,haitai,[2000],0,"[""RP""]",R,R,O,1508,319,189,184,198,268,40,9,301,올스타 선정,"그라운드볼러, 파이어볼러, 롱맨, 셋업, 완급, 로케이션, 믿을맨, 와일드씽, 정면승부","2000, 해태/KIA, 올스타, 나눔 올스타, 포항제철고 출신, 영남대 출신, 트레이드, 고춧가루 부대, 계투 80이닝 클럽"
주형광,ASG,4,lotte,[1998],0,"[""SP""]",L,L,O,1508,308,106,159,246,248,94,23,324,올스타 선정,"이닝이팅, VS 우타, 완급, VS 좌타, 더티 무브먼트, 라이징 무브먼트, 슬라이더, 원투펀치","1998, 롯데 자이언츠, 올스타, 드림 올스타, 부산고 출신, 고춧가루 부대, 180이닝 클럽"
권명철,ASG,4,ob,[1993],0,"[""SP""]",R,R,O,1508,334,203,206,155,203,84,14,309,올스타 선정,"슬라이더, VS 좌타, 타자 집중, VS 우타","1993, OB/두산, 올스타, 드림 올스타, 인천고 출신, 인하대 출신"
최일언,ASG,4,ob,[1987],0,"[""SP""]",R,R,O,1508,295,221,227,173,173,101,16,302,올스타 선정,"묵직함, 이닝이팅, 완급, 위기관리, 팔색조","1987, OB/두산, 올스타, 드림 올스타, 재일교포"
장명부,ASG,4,sammi,[1983],0,"[""SP""]",R,R,O,1508,271,160,206,244,194,104,25,304,올스타 선정,"이닝이팅, 주자 억제, 컨트롤러, 완급, 위기관리, 팔색조, 에이스, 정면승부","1983, 삼청태현, 올스타, 나눔 올스타, 거액 계약 (투수), 외국인, 180탈삼진 클럽, 200이닝 클럽, 20승 클럽, 다승 1위, 이닝 1위, 탈삼진 1위"
황규봉,ASG,4,samsung,[1982],0,"[""SP""]",R,R,O,1508,256,222,197,274,175,67,17,300,올스타 선정,"슬라이더, 묵직함, 이닝이팅, 주자 억제, 컨트롤러, 에이스, 맞춰잡기","1982, 삼성 라이온즈, 올스타, 드림 올스타, 고려대 출신, 경북고 출신, 실업야구 출신, 200이닝 클럽, 계투 80이닝 클럽, 15승 클럽, 세이브 1위"
임창민,ASG,4,kiwoom,[2023],0,"[""RP""]",R,R,O,1508,250,244,219,238,231,15,12,299,올스타 선정,"클로저, 컨트롤러, 플라이볼피쳐, 원포인터, 라이징 무브먼트, VS 우타","2023, 히어로즈, 올스타, 나눔 올스타, 광주동성고 출신, 연세대 출신, 고춧가루 부대, 20세이브 클럽, 통산 100세이브 클럽"
니퍼트,ASG,4,doosan,[2017],0,"[""SP""]",R,R,O,1507,344,141,197,162,234,105,18,306,올스타 선정,"파이어볼러, 와일드씽, 커브, 팔색조, 슬라이더, 체인지업, 원투펀치","판타스틱4, 150탈삼진 클럽, 드림 올스타, 올스타, 2017, OB/두산, 외국인, 배터리1"
이혜천,ASG,4,doosan,[2006],0,"[""SP""]",L,L,O,1507,303,194,227,183,220,71,9,300,올스타 선정,"그라운드볼러, 묵직함, 파이어볼러, 이닝이팅, 완급, 로케이션, VS 좌타, 와일드씽, 타자 집중","2006, OB/두산, 올스타, 드림 올스타, 개성고 출신, 통산 500경기 클럽"
레셜,ASG,4,doosan,[2004],0,"[""SP""]",L,L,O,1506,261,213,197,223,178,107,21,306,올스타 선정,"묵직함, 컨트롤러, 이닝이팅, 팔색조, 위기관리, 완급, 체인지업, 맞춰잡기, 원투펀치","2004, OB/두산, 올스타, 드림 올스타, 외국인, 200이닝 클럽, 15승 클럽, 다승 1위"
정명원,ASG,4,hyundai,[1996],0,"[""RP""]",R,R,O,1506,345,216,223,163,198,27,14,320,올스타 선정,"그라운드볼러, 묵직함, 롱맨, 와일드씽, VS 우타, 위기관리, 완급, VS 좌타, 믿을맨, 클로저, 슬라이더, 스플리터","1996, 삼청태현, 올스타, 나눔 올스타, 군산상고 출신, 원광대 출신, 투수왕국, 계투 80이닝 클럽, 20세이브 클럽, 세이브 1위, 통산 100세이브 클럽, 형제11, 태평양삼총사"
김용수,ASG,4,mbc,[1986],0,"[""RP""]",R,R,O,1506,340,186,227,232,162,44,26,289,올스타 선정,"슬라이더, 묵직함, 클로저, 투피치, 롱맨, 컨트롤러, 완급, 믿을맨, 위기관리","1986, MBC/LG, 올스타, 나눔 올스타, 1차 지명, 청원고 출신, 중앙대 출신, 실업야구 출신, 계투 80이닝 클럽, 20세이브 클럽, 세이브 1위"
임에렉,ASG,4,samsung,[2002],0,"[""SP""]",R,R,U,1505,317,150,137,257,226,88,22,308,올스타 선정,"컨트롤러, 이닝이팅, VS 우타, 슬라이더, 맞춰잡기, 에이스","2002, 삼성 라이온즈, 올스타, 드림 올스타, 광주진흥고 출신, 트레이드, 150탈삼진 클럽, 200이닝 클럽, 15승 클럽, 통산 100세이브 클럽"
장원삼,ASG,4,hyundai,[2007],0,"[""SP""]",L,L,O,1504,327,164,154,201,233,93,29,303,올스타 선정,"이닝이팅, 팔색조, 정면승부, 플라이볼피쳐, 로케이션, VS 좌타, 더티 무브먼트, 라이징 무브먼트, 슬라이더, 체인지업, 원투펀치","2007, 삼청태현, 올스타, 나눔 올스타, 마산용마고 출신, 경성대 출신, 현대의 유산2, 고춧가루 부대"
김진웅,ASG,4,samsung,[2001],0,"[""SP""]",R,R,O,1504,304,169,159,210,267,55,26,314,올스타 선정,"컨트롤러, 이닝이팅, 정면승부, 로케이션, 라이징 무브먼트, 슬라이더, 플라이볼피쳐, 에이스","2001, 삼성 라이온즈, 올스타, 드림 올스타, 대구고 출신"
유종겸,ASG,4,mbc,[1982],0,"[""RP""]",L,L,O,1504,355,154,154,193,264,59,24,301,올스타 선정,"플라이볼피쳐, 더티 무브먼트, 라이징 무브먼트, 주자 억제, 롱맨, VS 좌타, 정면승부, 스토퍼","1982, MBC/LG, 올스타, 나눔 올스타, 장충고 출신, 중앙대 출신"
박세웅,ASG,4,lotte,[2017],0,"[""SP""]",R,R,O,1503,306,209,172,189,194,101,14,318,올스타 선정,"그라운드볼러, 컨트롤러, 커브, 팔색조, 위기관리, 스플리터, 원투펀치","2017, 롯데 자이언츠, 올스타, 드림 올스타, 1차 지명, 경북고 출신, 트레이드, 형제10"
린드블럼,ASG,4,lotte,[2015],0,"[""SP""]",R,R,O,1503,308,160,146,224,228,104,17,316,올스타 선정,"컨트롤러, 주자 억제, 싱커, 파이어볼러, 이닝이팅, 커브, 팔색조, 완급, 슬라이더, 타자 집중, 에이스","롯데 자이언츠, 드림 올스타, 올스타, 2015, 200이닝 클럽, 180탈삼진 클럽, 고춧가루 부대, 외국인, 이닝 1위"
채병용,ASG,4,sk,[2008],0,"[""SP""]",R,R,O,1503,296,196,176,235,183,82,24,311,올스타 선정,"이닝이팅, 위기관리, 완급, 로케이션, VS 좌타, 슬라이더, 플라이볼피쳐, 원투펀치","2008, SK/SSG, 올스타, 드림 올스타, 황금세대 1982, 신일고 출신, 승률 1위"
김상수,ASG,4,nexen,[2017],0,"[""RP""]",R,R,O,1502,349,186,180,195,254,17,17,304,올스타 선정,"타자 집중, VS 우타, 정면승부, 완급, 라이징 무브먼트, 플라이볼피쳐, 스플리터, 스토퍼","2017, 히어로즈, 올스타, 나눔 올스타, 황금세대 1987, 신일고 출신, 동명이인1, 트레이드"
