name,grade,rarity,team,year,month,position,battingHand,throwHand,pitchingType,power,contact,gapPower,homeRunPower,plateDiscipline,strikeoutAvoidance,stealing,baseRunning,defense,enhancedSkill,skill,synergy,multiPosition
김우열,HIT,5,ob,[1984],0,"[""LF""]",R,R,O,1831,380,169,209,281,261,35,84,412,키플레이어,"4번, 클린업, 그린라이트, 대응력, OPS형 타자, 펀치력, 로우볼 히터","1984, OB/두산, 히트, 선린인터넷고 출신",
김용철,HIT,5,lotte,[1986],0,"[""B3""]",R,R,O,1831,388,270,197,227,297,31,40,381,키플레이어,"번트, 클린업, 갭 히터, 하이볼 히터","1986, 롯데 자이언츠, 히트, 개성고 출신, 실업야구 출신, 고춧가루 부대",
이광은,HIT,5,lg,[1991],0,"[""B3""]",R,R,O,1831,414,196,124,245,339,24,42,447,키플레이어,"6번, 컨택터, 대응력, 슬랩 히터, 하위타선, VS 우투, 하이볼 히터","1991, MBC/LG, 히트, 배재고 출신, 연세대 출신, 실업야구 출신, 고춧가루 부대",
김민호,HIT,5,lotte,[1992],0,"[""B1""]",L,L,O,1831,385,250,201,287,238,27,68,375,키플레이어,"4번, 클린업, 직구 공략, 갭 히터, 게스히팅, OPS형 타자, VS 좌투, VS 우투, 배럴 히터, 로우볼 히터","1992, 롯데 자이언츠, 히트, 1차 지명, 부산고 출신, 남두오성, 동명이인26, 동국대 출신",
이용규,HIT,5,kia,[2007],0,"[""CF""]",L,L,O,1831,436,232,68,218,324,29,98,426,키플레이어,"배드볼히터, 1번, 컨택터, 대응력, 외야 수비, 슬랩 히터, 스피드스터, 테이블세터","2007, 해태/KIA, 히트, 덕수고 출신, 트레이드, 고춧가루 부대",
이로업,HIT,5,lg,[2019],0,"[""CF""]",L,L,O,1830,494,202,81,234,275,32,73,439,키플레이어,"타격 전략, 1번, 컨택터, 슬랩 히터, 스피드스터, 테이블세터, VS 우투, 배럴 히터, 하이볼 히터","2019, MBC/LG, 히트, 성남서고 출신, NEW빅5, 고려대 출신",
이병규,HIT,5,lg,[2006],0,"[""CF""]",L,L,O,1830,449,242,133,193,279,26,82,426,키플레이어,"적극성, 배드볼히터, 3번, 클린업, VS 언더, 배럴 히터, 하이볼 히터","2006, MBC/LG, 히트, 빅5, 거액 계약 (타자), 1차 지명, 장충고 출신, 동명이인12, 단국대 출신, 고춧가루 부대",
이명수,HIT,5,ob,[1995],0,"[""B2""]",R,R,O,1830,483,161,162,228,274,18,72,432,키플레이어,"번트, 내야 수비, 하위타선","1995, OB/두산, 히트, 휘문고 출신, 고려대 출신",
김태균,HIT,5,hanwha,[2004],0,"[""B1""]",R,R,O,1830,406,208,235,274,223,25,66,393,키플레이어,"4번, 클린업, 직구 공략, 게스히팅, 펀치력, VS 우투, 배럴 히터","2004, 빙그레/한화, 히트, 2000 청소년대표팀, 1차 지명, 다이너마이트 타선, 황금세대 1982, 북일고 출신, 고춧가루 부대, 100타점 클럽",
최형우,HIT,5,samsung,[2008],0,"[""RF""]",L,R,O,1830,333,225,269,257,224,29,71,422,키플레이어,"변화구 공략, 직구 공략, 게스히팅, 파워, 변칙타순","2008, 삼성 라이온즈, 히트, 삼성왕조 주역, 전주고 출신, 전 경기 출장",
이범호,HIT,5,kia,[2013],0,"[""B3""]",R,R,O,1830,317,167,278,274,254,20,46,474,키플레이어,"클린업, 대응력, OPS형 타자, 파워, 펀치력, 로우볼 히터","2013, 해태/KIA, 히트, 삼형제, FA, 대구고 출신, LCK포, 고춧가루 부대, 통산 200홈런 클럽",
장성우,HIT,5,kt,[2023],0,"[""C""]",R,R,O,1830,467,230,150,246,219,24,61,433,키플레이어,"5번, 클린업, 갭 히터, 공격형 포수, VS 좌투, 로우볼 히터, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2023, KT 위즈, 히트, 1차 지명, 경남고 출신, 트레이드, FA",
강민호,HIT,5,lotte,[2010],0,"[""C""]",R,R,O,1829,390,192,269,237,269,15,47,410,키플레이어,"6번, 직구 공략, 공격형 포수, 파워, 하위타선, VS 우투, 로우볼 히터, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2010, 롯데 자이언츠, 히트, 거인군단, 포항제철고 출신",
류중일,HIT,5,samsung,[1987],0,"[""SS""]",R,R,O,1829,431,215,90,239,304,32,79,439,키플레이어,"9번, 컨택터, 슬랩 히터, 하위타선","1987, 삼성 라이온즈, 히트, 1차 지명, 경북고 출신, 키스톤4, 한양대 출신",
이범호,HIT,5,hanwha,[2006],0,"[""B3""]",R,R,O,1829,303,218,248,288,224,20,65,463,키플레이어,"선구안, 6번, 직구 공략, 게스히팅, 대응력, OPS형 타자, 파워, 하위타선, 로우볼 히터","2006, 빙그레/한화, 히트, 대구고 출신, 전 경기 출장",
배대웅,HIT,5,samsung,[1983],0,"[""B2""]",R,R,O,1829,417,206,98,228,341,36,79,424,키플레이어,"타격 전략, 2번, 컨택터, 대응력, 작전 수행, 슬랩 히터, 하이볼 히터","1983, 삼성 라이온즈, 히트, 경북고 출신, 실업야구 출신, 고춧가루 부대",
윤덕규,HIT,5,lg,[1991],0,"[""LF""]",L,L,O,1829,470,239,77,243,320,10,86,384,키플레이어,"선구안, 타격 전략, 1번, 변화구 공략, 컨택터, 대응력, 슬랩 히터, 테이블세터, VS 우투, 배럴 히터, 하이볼 히터","1991, MBC/LG, 히트, 1차 지명, 대광고 출신, 실업야구 출신, 고춧가루 부대",
이종열,HIT,5,lg,[1999],0,"[""B3""]",S,R,O,1829,417,239,137,257,249,45,77,408,키플레이어,"그린라이트, 스피드스터, 하위타선, VS 좌투","1999, MBC/LG, 히트, 장충고 출신, 고춧가루 부대",
마해영,HIT,5,lotte,[2000],0,"[""B1""]",R,R,O,1829,386,200,227,253,277,25,76,385,키플레이어,"4번, 클린업, 펀치력, VS 좌투","2000, 롯데 자이언츠, 히트, 부산고 출신, 박마호 트리오, 고려대 출신",
김일권,HIT,5,pacific,[1989],0,"[""LF""]",R,R,O,1828,401,236,81,212,361,37,86,414,키플레이어,"배드볼히터, 1번, 컨택터, 그린라이트, 대응력, 작전 수행, 슬랩 히터, 테이블세터, VS 좌투","1989, 삼청태현, 히트, 군산상고 출신, 이영민 타격상, 트레이드, 한양대 출신, 실업야구 출신, 40도루 클럽, 도루 1위, 통산 300도루 클럽",
김기태,HIT,5,samsung,[1999],0,"[""RF""]",L,L,O,1828,317,240,261,301,232,26,75,376,키플레이어,"선구안, 클린업, 직구 공략, 대응력, OPS형 타자, 펀치력, VS 좌투, VS 우투, VS 언더","1999, 삼성 라이온즈, 히트, 광주일고 출신, 동명이인22, 트레이드, 인하대 출신, 통산 200홈런 클럽",
심정수,HIT,5,hyundai,[2001],0,"[""RF""]",R,R,O,1828,375,197,227,293,234,34,60,408,키플레이어,"클린업, 직구 공략, 그린라이트, OPS형 타자, 펀치력, 로우볼 히터","2001, 삼청태현, 히트, 강견 3심, 현대왕조 주역, 청원고 출신, 트레이드",
손아섭,HIT,5,lotte,[2021],0,"[""RF""]",L,R,O,1828,483,217,86,231,303,31,67,410,키플레이어,"적극성, 타격 전략, 2번, 번트, 컨택터, 슬랩 히터, 테이블세터, VS 좌투, 배럴 히터, 하이볼 히터","2021, 롯데 자이언츠, 히트, 거인군단, 부산고 출신, FA, 고춧가루 부대, 170안타 클럽, 철인, 통산 2000안타 클럽, 통산 1000득점 클럽, 통산 200도루 클럽, 통산 1500경기 클럽",
이종욱,HIT,5,doosan,[2011],0,"[""CF""]",L,L,O,1827,483,174,107,239,307,28,89,400,키플레이어,"타격 전략, 1번, 컨택터, 대응력, 슬랩 히터, 스피드스터, 테이블세터","2011, OB/두산, 히트, 선린인터넷고 출신, 영남대 출신, 통산 200도루 클럽",
박한이,HIT,5,samsung,[2005],0,"[""CF""]",L,L,O,1827,440,183,133,253,316,26,63,413,키플레이어,"강견, 타격 전략, 변화구 공략, 컨택터, 대응력, 슬랩 히터, 하이볼 히터, 변칙타순","2005, 삼성 라이온즈, 히트, 거액 계약 (타자), 삼성왕조 주역, 부산고 출신, 동국대 출신",
박진만,HIT,5,hyundai,[2001],0,"[""SS""]",R,R,O,1827,409,157,269,245,254,29,55,409,키플레이어,"9번, 직구 공략, 내야 수비, 펀치력, 작전 수행, 하위타선, 로우볼 히터","2001, 삼청태현, 히트, 거액 계약 (타자), 현대왕조 주역, 인천고 출신, 키스톤3",
김용희,HIT,5,lotte,[1983],0,"[""B3""]",R,R,O,1827,375,156,312,220,302,22,54,386,키플레이어,"4번, 클린업, 파워, VS 언더, 적극성","1983, 롯데 자이언츠, 히트, 청룡기 MVP, 경남고 출신, 고려대 출신, 실업야구 출신, 고춧가루 부대",
김인식,HIT,5,mbc,[1985],0,"[""B2""]",R,R,O,1827,489,172,86,213,353,29,83,402,키플레이어,"적극성, 배드볼히터, 타격 전략, 1번, 컨택터, 슬랩 히터, 테이블세터, 하이볼 히터","1985, MBC/LG, 히트, 청원고 출신, 성균관대 출신, 실업야구 출신, 고춧가루 부대, 전 경기 출장",
프룬카,HIT,5,samsung,[2000],0,"[""RF""]",R,R,O,1827,446,174,218,251,249,34,69,386,키플레이어,"타격 전략, 4번, 클린업, 펀치력, 배럴 히터, 하이볼 히터","2000, 삼성 라이온즈, 히트, 외국인, 100타점 클럽",
박해민,HIT,5,samsung,[2017],0,"[""CF""]",L,R,O,1827,412,220,111,211,287,37,97,452,키플레이어,"강견, 1번, 번트, 컨택터, 그린라이트, 대응력, 외야 수비, 슬랩 히터, 스피드스터, 테이블세터","2017, 삼성 라이온즈, 히트, 신일고 출신, 한양대 출신, 고춧가루 부대, 40도루 클럽, 철인, 전 경기 출장, 도루 1위",
터커,HIT,5,kia,[2019],0,"[""RF""]",L,L,O,1827,380,282,167,232,292,24,58,392,키플레이어,"타격 전략, 3번, 클린업, 갭 히터, 대응력","2019, 해태/KIA, 히트, 외국인",
김상수,HIT,5,samsung,[2020],0,"[""B2""]",R,R,O,1826,438,201,107,270,294,35,50,431,키플레이어,"선구안, 타격 전략, 1번, 컨택터, 대응력, 슬랩 히터, 테이블세터, VS 좌투, 하이볼 히터","2020, 삼성 라이온즈, 히트, 2008 청소년대표팀, 삼성왕조 주역, 1차 지명, 경북고 출신, 야구인2세, 동명이인1, FA, 고춧가루 부대, 통산 200도루 클럽",
김태완,HIT,5,hanwha,[2009],0,"[""RF""]",R,R,O,1826,330,194,269,329,201,24,76,403,키플레이어,"선구안, 클린업, 직구 공략, 게스히팅, 대응력, OPS형 타자, 파워, 로우볼 히터","2009, 빙그레/한화, 히트, 중앙고 출신, 동명이인11, 성균관대 출신, 고춧가루 부대",
클록,HIT,5,nexen,[2009],0,"[""LF""]",L,R,O,1826,365,214,235,251,254,36,64,407,키플레이어,"게스히팅, 펀치력, 스피드스터, 변칙타순","2009, 히어로즈, 히트, 외국인, 고춧가루 부대, 20-20 클럽",
박해민,HIT,5,samsung,[2021],0,"[""CF""]",L,R,O,1825,425,195,103,268,259,34,100,441,키플레이어,"선구안, 타격 전략, 1번, 번트, 컨택터, 그린라이트, 대응력, 외야 수비, 슬랩 히터, 스피드스터, 테이블세터","2021, 삼성 라이온즈, 히트, 신일고 출신, 한양대 출신, 30도루 클럽, 통산 300도루 클럽",
김응국,HIT,5,lotte,[1990],0,"[""LF""]",L,L,O,1825,404,230,141,243,303,30,76,398,키플레이어,"클린업, 갭 히터, VS 언더","1990, 롯데 자이언츠, 히트, 청원고 출신, 남두오성, 고려대 출신, 고춧가루 부대",
김기태,HIT,5,sbw,[1996],0,"[""B1""]",L,L,O,1825,378,224,209,287,269,18,63,377,키플레이어,"선구안, 타격 전략, 4번, 클린업, 직구 공략, 대응력, OPS형 타자, 펀치력, VS 우투, VS 언더","1996, 쌍방울 레이더스, 히트, 광주일고 출신, 돌격대(타자), 동명이인22, 인하대 출신",
이영우,HIT,5,hanwha,[2001],0,"[""LF""]",L,L,O,1825,340,245,201,272,244,36,76,411,키플레이어,"직구 공략, 갭 히터, 그린라이트, OPS형 타자, 외야 수비, VS 언더, 하이볼 히터, 변칙타순","2001, 빙그레/한화, 히트, 전설의 92학번, 선린인터넷고 출신, 건국대 출신",
황재균,HIT,5,kt,[2018],0,"[""B3""]",R,R,O,1825,345,276,235,222,204,32,91,420,키플레이어,"번트, 갭 히터, 펀치력, 로우볼 히터, 변칙타순","2018, KT 위즈, 히트, 베테랑의 힘, FA, 현대의 유산1, 황금세대 1987, 경기고 출신, 고춧가루 부대, 철인",
최재훈,HIT,5,hanwha,[2023],0,"[""C""]",R,R,O,1825,427,172,73,362,259,24,66,442,키플레이어,"선구안, 컨택터, 대응력, 공격형 포수, 슬랩 히터, 하위타선, 로우볼 히터, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2023, 빙그레/한화, 히트, 덕수고 출신, 트레이드, FA, 고춧가루 부대",
김상수,HIT,5,samsung,[2012],0,"[""SS""]",R,R,O,1824,423,210,86,231,290,34,84,466,키플레이어,"9번, 컨택터, 내야 수비, 작전 수행, 슬랩 히터, 스피드스터, 하위타선","2012, 삼성 라이온즈, 히트, 2008 청소년대표팀, 삼성왕조 주역, 1차 지명, 경북고 출신, 야구인2세, 동명이인1, 철인",
김동수,HIT,5,hyundai,[2003],0,"[""C""]",R,R,O,1824,419,176,214,259,268,22,64,402,키플레이어,"갭 히터, 공격형 포수, 작전 수행, 하위타선, 로우볼 히터, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2003, 삼청태현, 히트, 청룡기 MVP, 1차 지명, 서울고 출신, 봉황대기 MVP, 대통령배 MVP, 한양대 출신",
김상국,HIT,5,binggrae,[1990],0,"[""C""]",R,R,O,1824,407,167,184,272,296,35,54,409,키플레이어,"선구안, 타격 전략, 갭 히터, 그린라이트, 대응력, 공격형 포수, 하위타선, 하이볼 히터, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","1990, 빙그레/한화, 히트, 1차 지명, 원조 다이너마이트, 북일고 출신, 한양대 출신",
김형석,HIT,5,ob,[1992],0,"[""B1""]",L,L,O,1824,375,257,205,234,294,20,61,378,키플레이어,"3번, 클린업, 갭 히터, VS 우투, 하이볼 히터","1992, OB/두산, 히트, 1차 지명, 신일고 출신, 중앙대 출신, 전 경기 출장",
최형우,HIT,5,samsung,[2010],0,"[""LF""]",L,R,O,1824,308,236,265,296,224,31,57,407,키플레이어,"선구안, 4번, 변화구 공략, 클린업, 게스히팅, 대응력, OPS형 타자, 파워, VS 언더, 로우볼 히터","2010, 삼성 라이온즈, 히트, 삼성왕조 주역, 전주고 출신",
클록,HIT,5,hanwha,[2008],0,"[""CF""]",L,R,O,1823,296,215,252,259,258,40,88,415,키플레이어,"강견, 3번, 클린업, 직구 공략, 그린라이트, OPS형 타자, 파워, 스피드스터, VS 우투","2008, 빙그레/한화, 히트, 외국인, 20-20 클럽",
조인성,HIT,5,lg,[2007],0,"[""C""]",R,R,O,1823,398,219,197,197,268,24,78,442,키플레이어,"적극성, 8번, 갭 히터, 공격형 포수, 하위타선, VS 우투, 로우볼 히터, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2007, MBC/LG, 히트, 거액 계약 (타자), 1차 지명, 신일고 출신, 연세대 출신",
김동수,HIT,5,lg,[1997],0,"[""C""]",R,R,O,1823,291,232,231,274,251,24,85,435,키플레이어,"직구 공략, 대응력, 공격형 포수, OPS형 타자, 펀치력, 하위타선, VS 좌투, 로우볼 히터, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","1997, MBC/LG, 히트, 청룡기 MVP, 1차 지명, 서울고 출신, 봉황대기 MVP, 대통령배 MVP, 한양대 출신",
진갑용,HIT,5,samsung,[2005],0,"[""C""]",R,R,O,1823,427,193,128,244,289,24,72,446,키플레이어,"컨택터, 공격형 포수, 슬랩 히터, 하위타선, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2005, 삼성 라이온즈, 히트, 배터리2, 거액 계약 (타자), 부산고 출신, 야구인2세, 트레이드, 고려대 출신",
박철우,HIT,5,haitai,[1989],0,"[""LF""]",L,L,O,1823,464,200,244,219,286,20,53,337,키플레이어,"적극성, 지명타자, 펀치력, 배럴 히터, 하이볼 히터, 변칙타순","1989, 해태/KIA, 히트, 1차 지명, 광주일고 출신, 동국대 출신",
전준호,HIT,5,hyundai,[2004],0,"[""LF""]",L,L,O,1823,465,174,90,256,293,43,100,402,키플레이어,"타격 전략, 1번, 컨택터, 그린라이트, 대응력, 작전 수행, 슬랩 히터, 스피드스터, 테이블세터, 하이볼 히터","2004, 삼청태현, 히트, 현대왕조 주역, 마산고 출신, 동명이인18, 트레이드, 영남대 출신, FA, 40도루 클럽, 도루 1위, 통산 1500안타 클럽, 통산 1000득점 클럽, 통산 300도루 클럽, 통산 1500경기 클럽",
홍세완,HIT,5,kia,[2005],0,"[""SS""]",R,R,O,1823,414,193,162,228,302,24,47,453,키플레이어,"3번, 클린업, 대응력, 내야 수비","2005, 해태/KIA, 히트, 장충고 출신, 성균관대 출신, 고춧가루 부대",
러프,HIT,5,samsung,[2019],0,"[""B1""]",R,R,O,1823,322,247,239,300,254,29,48,384,키플레이어,"선구안, 4번, 클린업, 대응력, OPS형 타자, 펀치력","2019, 삼성 라이온즈, 히트, 외국인, 고춧가루 부대, 100타점 클럽",
전준우,HIT,5,lotte,[2020],0,"[""LF""]",R,R,O,1823,349,226,235,224,284,24,55,426,키플레이어,"강견, 3번, 클린업, 펀치력","2020, 롯데 자이언츠, 히트, 거인군단, 경주고 출신, 건국대 출신, FA, 철인",
구자욱,HIT,5,samsung,[2020],0,"[""LF""]",L,R,O,1823,396,227,188,247,228,38,93,406,키플레이어,"3번, 갭 히터, 그린라이트, 외야 수비, 스피드스터, 배럴 히터, 로우볼 히터","2020, 삼성 라이온즈, 히트, 대구고 출신, 고춧가루 부대",
박세혁,HIT,5,doosan,[2019],0,"[""C""]",L,R,O,1822,414,245,107,227,271,33,93,432,키플레이어,"적극성, 번트, 공격형 포수, 작전 수행, 스피드스터, 하위타선, VS 우투, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2019, OB/두산, 히트, 신일고 출신, 야구인2세, 고려대 출신",
마라타뉴션,HIT,5,samsung,[2001],0,"[""CF""]",R,R,O,1822,338,217,248,230,260,35,74,420,키플레이어,"클린업, 직구 공략, 그린라이트, 펀치력, 스피드스터, 로우볼 히터","2001, 삼성 라이온즈, 히트, 외국인, 20-20 클럽",
차영화,HIT,5,haitai,[1982],0,"[""B2""]",R,R,O,1822,435,167,77,239,336,37,98,433,키플레이어,"2번, 컨택터, 대응력, 슬랩 히터, 스피드스터, 테이블세터","1982, 해태/KIA, 히트, 광주일고 출신, 실업야구 출신, 고춧가루 부대, 30도루 클럽",
김형석,HIT,5,ob,[1993],0,"[""B1""]",L,L,O,1822,475,233,167,216,286,20,69,356,키플레이어,"3번, 클린업, 갭 히터, VS 우투, VS 언더, 배럴 히터, 하이볼 히터","1993, OB/두산, 히트, 1차 지명, 신일고 출신, 중앙대 출신, 전 경기 출장, 최다안타 1위",
쿨본,HIT,5,hyundai,[1998],0,"[""B1""]",R,R,O,1822,377,236,304,257,177,22,83,366,키플레이어,"4번, 클린업, 직구 공략, 게스히팅, 파워, VS 좌투, VS 우투, 배럴 히터, 로우볼 히터","1998, 삼청태현, 히트, 외국인",
김현수,HIT,5,doosan,[2012],0,"[""LF""]",L,R,O,1822,452,179,133,230,308,29,78,413,키플레이어,"강견, 타격 전략, 3번, 클린업, 컨택터, 슬랩 히터, 로우볼 히터","2012, OB/두산, 히트, 87베어스, 황금세대 1987, 신일고 출신, 이영민 타격상, 연습생 신화, 동명이인58",
이원석,HIT,5,samsung,[2018],0,"[""B3""]",R,R,O,1822,378,223,209,245,220,25,72,450,키플레이어,"3번, 클린업, 갭 히터, 펀치력, 로우볼 히터","2018, 삼성 라이온즈, 히트, FA, 광주동성고 출신, 야구인2세, 동명이인51",
최태원,HIT,5,sbw,[1995],0,"[""B2""]",R,R,O,1821,502,187,73,194,339,33,102,391,키플레이어,"적극성, 배드볼히터, 타격 전략, 1번, 변화구 공략, 컨택터, 대응력, 내야 수비, 슬랩 히터, 테이블세터, 로우볼 히터","1995, 쌍방울 레이더스, 히트, 성남고 출신, 돌격대(타자), 경희대 출신, 고춧가루 부대, 최다안타 1위",
김대익,HIT,5,lotte,[1998],0,"[""CF""]",L,L,O,1821,409,267,111,233,281,36,92,392,키플레이어,"타격 전략, 1번, 컨택터, 그린라이트, 슬랩 히터, 스피드스터, 테이블세터, VS 우투, VS 언더, 하이볼 히터","1998, 롯데 자이언츠, 히트, 부산고 출신, 경성대 출신, 고춧가루 부대",
김형석,HIT,5,ob,[1991],0,"[""B1""]",L,L,O,1821,419,227,162,226,308,22,76,381,키플레이어,"4번, 변화구 공략, 클린업, 갭 히터, VS 언더","1991, OB/두산, 히트, 1차 지명, 신일고 출신, 중앙대 출신, 고춧가루 부대, 전 경기 출장",
김재현,HIT,5,lg,[2004],0,"[""LF""]",L,L,O,1821,391,212,197,314,280,24,66,337,키플레이어,"선구안, 타격 전략, 4번, 클린업, 지명타자, 갭 히터, 대응력, OPS형 타자, VS 언더","2004, MBC/LG, 히트, 신일고 출신, 신바람야구, 동명이인21, 고춧가루 부대",
박석민,HIT,5,nc,[2016],0,"[""B3""]",R,R,O,1821,361,185,329,281,215,27,33,390,키플레이어,"5번, 게스히팅, OPS형 타자, 파워, VS 언더","2016, NC 다이노스, 히트, 1차 지명, FA, 대구고 출신, 나테이박, 나테의박, 30홈런 클럽, 100타점 클럽",
최형우,HIT,5,kia,[2024],0,"[""LF""]",L,R,O,1821,364,231,269,250,235,24,88,360,키플레이어,"타격 전략, 4번, 클린업, 지명타자, 로우볼 히터, OPS형 타자, 펀치력, VS 우투","2024, 해태/KIA, 히트, FA, 전주고 출신, 100타점 클럽, 통산 2000안타 클럽, 통산 3000루타 클럽, 통산 300홈런 클럽, 통산 1000득점 클럽, 통산 1000타점 클럽, 통산 2000경기 클럽",
최재훈,HIT,5,hanwha,[2021],0,"[""C""]",R,R,O,1820,380,204,133,322,264,25,41,451,키플레이어,"선구안, 타격 전략, 2번, 대응력, 공격형 포수, 슬랩 히터, 테이블세터, VS 언더, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2021, 빙그레/한화, 히트, 덕수고 출신, 트레이드, 고춧가루 부대",
김종국,HIT,5,kia,[2002],0,"[""B2""]",R,R,O,1820,427,210,120,244,210,41,95,473,키플레이어,"2번, 그린라이트, 내야 수비, 스피드스터, 테이블세터, 배럴 히터, 하이볼 히터","2002, 해태/KIA, 히트, 거액 계약 (타자), 1차 지명, 전설의 92학번, 광주일고 출신, 고려대 출신, 40도루 클럽, 철인, 전 경기 출장, 도루 1위",
박승호,HIT,5,samsung,[1990],0,"[""DH""]",L,L,O,1820,403,184,261,246,298,27,64,337,키플레이어,"3번, 클린업, 지명타자, 파워, 로우볼 히터","1990, 삼성 라이온즈, 히트, 1차 지명, 건국대 출신, 대건고 출신, 실업야구 출신",
김민성,HIT,5,nexen,[2013],0,"[""B3""]",R,R,O,1820,378,212,197,241,247,24,70,451,키플레이어,"갭 히터, 하위타선, VS 좌투, 로우볼 히터","2013, 히어로즈, 히트, 덕수고 출신, 넥벤져스14, 트레이드, 전 경기 출장",
양의지,HIT,5,doosan,[2011],0,"[""C""]",R,R,O,1819,467,193,107,240,274,24,58,456,키플레이어,"6번, 컨택터, 공격형 포수, 슬랩 히터, 하위타선, VS 우투, 로우볼 히터, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2011, OB/두산, 히트, 87베어스, 배터리1, 황금세대 1987, 광주진흥고 출신",
홍성흔,HIT,5,doosan,[2002],0,"[""C""]",R,R,O,1819,433,178,218,218,279,27,48,418,키플레이어,"갭 히터, 공격형 포수, 하위타선, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","2002, OB/두산, 히트, 거액 계약 (타자), 1차 지명, 중앙고 출신, 경희대 출신",
장채근,HIT,5,haitai,[1992],0,"[""C""]",R,R,O,1819,308,172,308,307,219,26,54,425,키플레이어,"선구안, 8번, 직구 공략, 게스히팅, 공격형 포수, OPS형 타자, 파워, 하위타선, VS 좌투, VS 우투, VS 언더, 로우볼 히터, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","1992, 해태/KIA, 히트, 1차 지명, 해태왕조 주역(타자), 광주동성고 출신, 성균관대 출신",
박용택,HIT,5,lg,[2017],0,"[""DH""]",L,R,O,1819,497,196,162,275,261,27,64,337,키플레이어,"선구안, 타격 전략, 3번, 클린업, 컨택터, 지명타자, 대응력, 슬랩 히터, VS 언더, 배럴 히터","2017, MBC/LG, 히트, 빅5, 거액 계약 (타자), 휘문고 출신, 대통령배 MVP, 고려대 출신, FA, 170안타 클럽, 통산 2000안타 클럽, 통산 3000루타 클럽, 통산 1000득점 클럽, 통산 1000타점 클럽, 통산 300도루 클럽, 통산 1500경기 클럽",
정학수,HIT,5,lotte,[1982],0,"[""B2""]",R,R,O,1819,365,227,94,322,319,27,95,370,키플레이어,"선구안, 타격 전략, 1번, 컨택터, 대응력, 슬랩 히터, 테이블세터, 하이볼 히터","1982, 롯데 자이언츠, 히트, 동아대 출신, 마산용마고 출신, 고춧가루 부대",
김민호,HIT,5,lotte,[1989],0,"[""B1""]",L,L,O,1819,386,243,115,297,299,24,86,369,키플레이어,"선구안, 타격 전략, 4번, 클린업, 갭 히터, 대응력, VS 언더","1989, 롯데 자이언츠, 히트, 1차 지명, 부산고 출신, 남두오성, 동명이인26, 동국대 출신, 고춧가루 부대",
이병규,HIT,5,lg,[2010],0,"[""LF""]",L,L,O,1819,388,211,197,258,242,27,85,411,키플레이어,"2번, 갭 히터, 대응력, VS 우투, VS 언더, 로우볼 히터","2010, MBC/LG, 히트, 경북고 출신, 동명이인12, 한양대 출신, 고춧가루 부대",
유한준,HIT,5,kt,[2017],0,"[""RF""]",R,R,O,1819,443,175,167,228,292,21,72,421,키플레이어,"클린업, 컨택터, 대응력, 슬랩 히터","2017, KT 위즈, 히트, 베테랑의 힘, FA, 현대의 유산1, 유신고 출신, 동국대 출신, 고춧가루 부대",
나성범,HIT,5,nc,[2020],0,"[""RF""]",L,L,O,1819,369,256,308,227,143,27,85,404,키플레이어,"적극성, 3번, 변화구 공략, 클린업, 지명타자, 직구 공략, 게스히팅, 외야 수비, 파워, 배럴 히터, 공갈포","2020, NC 다이노스, 히트, 거액 계약 (타자), 광주진흥고 출신, 나테이박, 나테의박, 연세대 출신, 170안타 클럽, 30홈런 클럽, 100득점-100타점 클럽",
안치홍,HIT,5,kia,[2012],0,"[""B2""]",R,R,O,1818,427,246,94,215,271,42,73,450,키플레이어,"적극성, 배드볼히터, 클린업, 컨택터, 그린라이트, 내야 수비, 슬랩 히터","2012, 해태/KIA, 히트, 2008 청소년대표팀, 삼형제, 서울고 출신, 꼬꼬마 키스톤, 철인",
최훈재,HIT,5,lg,[1994],0,"[""CF""]",L,L,O,1818,409,252,154,236,286,24,69,388,키플레이어,"선구안, 타격 전략, 변화구 공략, 직구 공략, 갭 히터, 대응력, VS 우투, VS 언더, 배럴 히터, 로우볼 히터, 변칙타순","1994, MBC/LG, 히트, 1차 지명, 중앙고 출신, 단국대 출신",
김진우,HIT,5,chungbo,[1986],0,"[""C""]",R,R,O,1818,357,260,180,268,259,29,44,421,키플레이어,"4번, 클린업, 갭 히터, 게스히팅, 공격형 포수, OPS형 타자, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","1986, 삼청태현, 히트, 1차 지명, 인천고 출신, 인하대 출신, 1982 국가대표팀, 실업야구 출신, 동명이인36, 고춧가루 부대",
